ID_0,ISO,NAME_0,ID_12,NAME_12,ID_23,NAME_23,2014_Popul,Poverty_Ra,2014_Pover
163,NGA,Nigeria,18,Jigawa,343,Roni,63550,0.714753,44520
163,NGA,Nigeria,18,Jigawa,344,Sule-Tan,294029,0.571431,158534
163,NGA,Nigeria,18,Jigawa,345,Taura,133103,0.675053,89250
163,NGA,Nigeria,18,Jigawa,346,Yankwashi,167423,0.644087,100557
163,NGA,Nigeria,19,Kaduna,347,Birnin-G,336569,0.446961,149480
163,NGA,Nigeria,19,Kaduna,348,Chikun,475325,0.415964,186325
163,NGA,Nigeria,19,Kaduna,349,Giwa,339891,0.37385,123007
163,NGA,Nigeria,19,Kaduna,350,Igabi,879840,0.395567,211829
163,NGA,Nigeria,19,Kaduna,351,Ikara,229498,0.575164,129904
163,NGA,Nigeria,19,Kaduna,352,Jaba,185950,0.160774,36149
163,NGA,Nigeria,19,Kaduna,353,Jema'a,269298,0.3101,76486
